Farm_ID,N_Obs,Mean_Actual,Mean_Predicted,MAE,District,Variety,Soil_Type
F0943,3,11.969999999999999,12.688460797703305,0.7184607977033058,Kegalle,Chinese,Loam
F0948,8,13.844999999999999,13.722426567503792,0.4544036807354779,Kandy,Local,Sandy Loam
F0949,11,13.305454545454547,13.468635409192052,0.4151964879270583,Ratnapura,Local,Clay Loam
F0960,7,14.987142857142857,15.128647058343324,0.4974693693916559,Matara,Nadun,Clay Loam
F0974,6,14.328333333333333,14.125251950832862,0.7553271025010314,Monaragala,Nadun,Sandy Loam
F0975,9,13.001111111111111,13.223195013651912,0.6873988344824554,Galle,Nadun,Clay Loam
F0978,6,13.348333333333334,13.36529126456469,0.4831065586667422,Ratnapura,Nadun,Sandy Loam
F0979,12,13.055,12.857122600893534,0.40701865979267177,Kegalle,Local,Loam
F0986,10,14.206,13.952612038537234,0.6158891594315359,Monaragala,Chinese,Sandy Loam
F0987,5,14.241999999999999,13.774998439124806,0.5012576676919018,Galle,Local,Clay Loam
F0990,11,13.638181818181819,13.850282893046296,0.7040485929013948,Kegalle,Chinese,Clay Loam
F0996,10,14.277000000000001,14.398054461573622,0.45821916129036716,Kegalle,Local,Sandy Loam
F0999,8,14.40625,14.384887145639764,0.4732066188066175,Kegalle,Nadun,Sandy Loam
