Farm_ID,Update_Step,Previous_DAP,Current_DAP,Actual_Yield_t_ha,Previous_Prediction_t_ha,Updated_Prediction_t_ha,Delta_t_ha,Delta_pct,Abs_Error_Before_t_ha,Abs_Error_After_t_ha,Error_Change_t_ha,Error_Reduced
F0579,4,259,276,12.21,18.153599063274292,16.112027716621913,-2.041571346652379,-11.246096928418936,5.943599063274291,3.9020277166219124,-2.041571346652379,True
F0579,5,276,298,12.21,16.112027716621913,18.95357019065409,2.8415424740321775,17.636156814084366,3.9020277166219124,6.74357019065409,2.8415424740321775,False
F0199,1,7,23,12.03,12.071157638957642,8.455239919022533,-3.6159177199351085,-29.955020289564764,0.04115763895764246,3.574760080977466,3.5336024420198235,False
F0199,2,23,52,12.03,8.455239919022533,11.393348325581693,2.9381084065591594,34.74896554915048,3.574760080977466,0.6366516744183066,-2.9381084065591594,True
F0199,3,52,82,12.03,11.393348325581693,11.86267483676659,0.46932651118489765,4.119302752564058,0.6366516744183066,0.16732516323340896,-0.46932651118489765,True
F0199,4,82,134,12.03,11.86267483676659,13.834012841110741,1.971338004344151,16.617989041006865,0.16732516323340896,1.8040128411107421,1.6366876778773332,False
F0199,5,134,156,12.03,13.834012841110741,12.31852922869846,-1.5154836124122824,-10.954765112756707,1.8040128411107421,0.28852922869845976,-1.5154836124122824,True
F0199,6,156,161,12.03,12.31852922869846,11.611998197689214,-0.706531031009245,-5.7355145073913585,0.28852922869845976,0.4180018023107852,0.12947257361232545,False
F0199,7,161,192,12.03,11.611998197689214,15.948226607039617,4.336228409350403,37.34265486032638,0.4180018023107852,3.9182266070396174,3.5002248047288322,False
F0199,8,192,200,12.03,15.948226607039617,14.970912131761358,-0.9773144752782592,-6.128044825039471,3.9182266070396174,2.9409121317613582,-0.9773144752782592,True
F0199,9,200,204,12.03,14.970912131761358,15.576511077285858,0.6055989455245001,4.045170662913043,2.9409121317613582,3.5465110772858583,0.6055989455245001,False
F0199,10,204,226,12.03,15.576511077285858,16.32007150514176,0.743560427855904,4.773600610345833,3.5465110772858583,4.290071505141762,0.743560427855904,False
F0199,11,226,238,12.03,16.32007150514176,14.539696545355751,-1.7803749597860108,-10.909112495157206,4.290071505141762,2.5096965453557516,-1.7803749597860108,True
F0200,1,4,40,10.61,9.941808686299641,9.336237759963284,-0.6055709263363571,-6.091154491545056,0.6681913137003583,1.2737622400367155,0.6055709263363571,False
F0200,2,40,44,10.61,9.336237759963284,10.550739176667602,1.2145014167043175,13.008467092734941,1.2737622400367155,0.059260823332397905,-1.2145014167043175,True
F0200,3,44,91,10.61,10.550739176667602,8.77197898521032,-1.7787601914572821,-16.85910495627563,0.059260823332397905,1.83802101478968,1.7787601914572821,False
F0200,4,91,141,10.61,8.77197898521032,14.383169102271431,5.611190117061112,63.96720884217413,1.83802101478968,3.7731691022714315,1.9351480874817515,False
F0200,5,141,234,10.61,14.383169102271431,16.135873134525717,1.752704032254286,12.185798691454542,3.7731691022714315,5.5258731345257175,1.752704032254286,False
F0200,6,234,237,10.61,16.135873134525717,16.25224096790133,0.1163678333756124,0.7211746919763621,5.5258731345257175,5.64224096790133,0.1163678333756124,False
F0200,7,237,238,10.61,16.25224096790133,17.73105493837297,1.4788139704716414,9.099138841174852,5.64224096790133,7.121054938372971,1.4788139704716414,False
F0200,8,238,250,10.61,17.73105493837297,16.37602609536276,-1.35502884301021,-7.642121959013847,7.121054938372971,5.766026095362761,-1.35502884301021,True
F0200,9,250,259,10.61,16.37602609536276,17.01172170763409,0.6356956122713306,3.8818673625058655,5.766026095362761,6.401721707634092,0.6356956122713306,False
F0200,10,259,269,10.61,17.01172170763409,18.468765312789106,1.4570436051550146,8.564939106082129,6.401721707634092,7.858765312789107,1.4570436051550146,False
F0219,1,55,100,10.77,11.348965862738938,9.090186203438751,-2.2587796593001865,-19.90295579896173,0.5789658627389382,1.6798137965612483,1.10084793382231,False
F0219,2,100,117,10.77,9.090186203438751,13.53845326585347,4.448267062414718,48.93482886777359,1.6798137965612483,2.76845326585347,1.0886394692922217,False
F0219,3,117,128,10.77,13.53845326585347,12.003064124170816,-1.5353891416826535,-11.340949453621812,2.76845326585347,1.2330641241708165,-1.5353891416826535,True
F0219,4,128,148,10.77,12.003064124170816,12.52128104666879,0.5182169224979738,4.317371940506672,1.2330641241708165,1.7512810466687903,0.5182169224979738,False
F0219,5,148,181,10.77,12.52128104666879,13.088433722832306,0.5671526761635164,4.529509992225627,1.7512810466687903,2.3184337228323066,0.5671526761635164,False
F0219,6,181,290,10.77,13.088433722832306,16.64222071466141,3.553786991829103,27.15211817613935,2.3184337228323066,5.87222071466141,3.553786991829103,False
F0073,1,50,91,11.48,11.17647986067616,10.932418065334753,-0.24406179534140726,-2.183708988732002,0.30352013932384025,0.5475819346652475,0.24406179534140726,False
F0073,2,91,110,11.48,10.932418065334753,12.45802857255412,1.5256105072193673,13.9549228551447,0.5475819346652475,0.9780285725541198,0.4304466378888723,False
F0073,3,110,112,11.48,12.45802857255412,12.094931596255059,-0.3630969762990617,-2.914562076852102,0.9780285725541198,0.6149315962550581,-0.3630969762990617,True
F0073,4,112,210,11.48,12.094931596255059,12.999013117601137,0.9040815213460789,7.474879160341913,0.6149315962550581,1.519013117601137,0.9040815213460789,False
F0073,5,210,230,11.48,12.999013117601137,17.077746882303963,4.078733764702825,31.37725708715588,1.519013117601137,5.597746882303962,4.078733764702825,False
F0073,6,230,250,11.48,17.077746882303963,16.239627783233765,-0.8381190990701981,-4.9076678840969405,5.597746882303962,4.759627783233764,-0.8381190990701981,True
F0073,7,250,259,11.48,16.239627783233765,17.129366044625364,0.8897382613915994,5.478809448515745,4.759627783233764,5.6493660446253635,0.8897382613915994,False
F0827,1,26,81,10.18,9.173030509491461,12.809274857753751,3.6362443482622897,39.64060017569785,1.0069694905085385,2.6292748577537512,1.6223053672452128,False
F0827,2,81,95,10.18,12.809274857753751,12.271461245143454,-0.5378136126102966,-4.198626531030721,2.6292748577537512,2.0914612451434547,-0.5378136126102966,True
F0827,3,95,96,10.18,12.271461245143454,13.645050478903375,1.3735892337599207,11.193363254140019,2.0914612451434547,3.4650504789033754,1.3735892337599207,False
F0827,4,96,112,10.18,13.645050478903375,12.920573038658965,-0.7244774402444101,-5.309452254240651,3.4650504789033754,2.7405730386589653,-0.7244774402444101,True
F0827,5,112,114,10.18,12.920573038658965,12.186615938411038,-0.7339571002479275,-5.680530562010626,2.7405730386589653,2.006615938411038,-0.7339571002479275,True
F0827,6,114,133,10.18,12.186615938411038,13.867756299242407,1.6811403608313693,13.794972856513654,2.006615938411038,3.687756299242407,1.6811403608313693,False
F0827,7,133,146,10.18,13.867756299242407,14.06577159979055,0.19801530054814265,1.4278827538883143,3.687756299242407,3.8857715997905498,0.19801530054814265,False
F0827,8,146,219,10.18,14.06577159979055,13.024605851862706,-1.0411657479278436,-7.402123236121276,3.8857715997905498,2.844605851862706,-1.0411657479278436,True
F0827,9,219,224,10.18,13.024605851862706,14.972732995326567,1.9481271434638607,14.957282896858262,2.844605851862706,4.792732995326567,1.9481271434638607,False
F0827,10,224,255,10.18,14.972732995326567,16.172733355131136,1.2000003598045694,8.014571288883099,4.792732995326567,5.992733355131136,1.2000003598045694,False
F0827,11,255,299,10.18,16.172733355131136,16.393315858617633,0.22058250348649722,1.3639160347407375,5.992733355131136,6.213315858617634,0.22058250348649722,False
F0281,1,6,25,8.92,8.842972713118748,10.95633869707678,2.113365983958033,23.89881833314726,0.07702728688125227,2.036338697076781,1.9593114101955287,False
F0281,2,25,26,8.92,10.95633869707678,10.234294721543282,-0.7220439755334986,-6.590194000904193,2.036338697076781,1.3142947215432823,-0.7220439755334986,True
F0281,3,26,60,8.92,10.234294721543282,11.405682157603568,1.1713874360602858,11.445707476007163,1.3142947215432823,2.485682157603568,1.1713874360602858,False
F0281,4,60,67,8.92,11.405682157603568,11.050020358913033,-0.3556617986905355,-3.118286076851918,2.485682157603568,2.1300203589130327,-0.3556617986905355,True
F0281,5,67,99,8.92,11.050020358913033,12.877993517525066,1.8279731586120338,16.54271303796808,2.1300203589130327,3.9579935175250665,1.8279731586120338,False
F0281,6,99,121,8.92,12.877993517525066,12.486937936023402,-0.3910555815016643,-3.036618872105308,3.9579935175250665,3.566937936023402,-0.3910555815016643,True
F0281,7,121,130,8.92,12.486937936023402,14.211322982463017,1.7243850464396147,13.809510828631247,3.566937936023402,5.291322982463017,1.7243850464396147,False
F0281,8,130,159,8.92,14.211322982463017,13.371966831869587,-0.8393561505934297,-5.90624920444921,5.291322982463017,4.451966831869587,-0.8393561505934297,True
F0281,9,159,241,8.92,13.371966831869587,15.711758205828847,2.33979137395926,17.49773539957341,4.451966831869587,6.791758205828847,2.33979137395926,False
F0281,10,241,246,8.92,15.711758205828847,12.350837554055715,-3.3609206517731316,-21.391117453209507,6.791758205828847,3.4308375540557154,-3.3609206517731316,True
F0281,11,246,274,8.92,12.350837554055715,17.88906471830676,5.538227164251044,44.84090362302939,3.4308375540557154,8.96906471830676,5.538227164251044,False
F0812,1,12,70,9.74,9.603532829443793,12.322730087284244,2.7191972578404506,28.314551594008954,0.13646717055620705,2.5827300872842436,2.4462629167280365,False
F0812,2,70,120,9.74,12.322730087284244,15.635110600544722,3.3123805132604787,26.880248855556005,2.5827300872842436,5.895110600544722,3.3123805132604787,False
F0812,3,120,120,9.74,15.635110600544722,15.084199118641093,-0.5509114819036292,-3.523553468719534,5.895110600544722,5.344199118641093,-0.5509114819036292,True
F0812,4,120,169,9.74,15.084199118641093,14.379958743016907,-0.7042403756241864,-4.668728979809636,5.344199118641093,4.639958743016907,-0.7042403756241864,True
F0812,5,169,171,9.74,14.379958743016907,15.575247414093742,1.1952886710768347,8.312184286740615,4.639958743016907,5.835247414093741,1.1952886710768347,False
F0812,6,171,284,9.74,15.575247414093742,17.63670483233056,2.06145741823682,13.235471408123168,5.835247414093741,7.8967048323305615,2.06145741823682,False
F0823,1,22,27,11.24,10.859720478765594,11.03298869568008,0.17326821691448657,1.5955126768988594,0.38027952123440656,0.20701130431992,-0.17326821691448657,True
F0823,2,27,44,11.24,11.03298869568008,9.731592939554533,-1.3013957561255474,-11.795496143625193,0.20701130431992,1.5084070604454674,1.3013957561255474,False
F0823,3,44,91,11.24,9.731592939554533,11.122404759520364,1.3908118199658315,14.291718001405599,1.5084070604454674,0.11759524047963588,-1.3908118199658315,True
F0823,4,91,111,11.24,11.122404759520364,14.838216564529109,3.7158118050087445,33.408349051747535,0.11759524047963588,3.5982165645291087,3.4806213240494728,False
F0823,5,111,124,11.24,14.838216564529109,13.201562125432917,-1.6366544390961923,-11.029994285220432,3.5982165645291087,1.9615621254329163,-1.6366544390961923,True
F0823,6,124,225,11.24,13.201562125432917,15.60049699580312,2.398934870370203,18.171598539453417,1.9615621254329163,4.3604969958031194,2.398934870370203,False
F0823,7,225,258,11.24,15.60049699580312,14.350599835619162,-1.2498971601839575,-8.011906034277033,4.3604969958031194,3.110599835619162,-1.2498971601839575,True
F0803,1,2,19,8.77,9.17228526547338,11.161145875626882,1.9888606101535018,21.683370638722245,0.40228526547338106,2.391145875626883,1.9888606101535018,False
F0803,2,19,99,8.77,11.161145875626882,12.794213566184009,1.6330676905571266,14.63172069207816,2.391145875626883,4.0242135661840095,1.6330676905571266,False
F0803,3,99,112,8.77,12.794213566184009,11.368782075121334,-1.4254314910626746,-11.14122008116379,4.0242135661840095,2.598782075121335,-1.4254314910626746,True
F0803,4,112,159,8.77,11.368782075121334,15.862007606269668,4.493225531148333,39.52248799790965,2.598782075121335,7.092007606269668,4.493225531148333,False
F0803,5,159,159,8.77,15.862007606269668,15.048886868835165,-0.8131207374345024,-5.126215783133944,7.092007606269668,6.278886868835166,-0.8131207374345024,True
F0803,6,159,169,8.77,15.048886868835165,13.88058672719054,-1.1683001416446253,-7.763365834479528,6.278886868835166,5.11058672719054,-1.1683001416446253,True
F0803,7,169,180,8.77,13.88058672719054,12.777655356795918,-1.1029313703946215,-7.945855546827143,5.11058672719054,4.007655356795919,-1.1029313703946215,True
F0803,8,180,226,8.77,12.777655356795918,16.09265902673612,3.3150036699402,25.94375554336018,4.007655356795919,7.322659026736119,3.3150036699402,False
F0803,9,226,246,8.77,16.09265902673612,14.82753239052585,-1.2651266362102689,-7.8615139617909335,7.322659026736119,6.05753239052585,-1.2651266362102689,True
F0803,10,246,292,8.77,14.82753239052585,19.98500020331634,5.15746781279049,34.783048702600624,6.05753239052585,11.21500020331634,5.15746781279049,False
F0937,1,11,26,9.34,8.576133137739275,10.884611105488077,2.308477967748802,26.917468871726633,0.7638668622607252,1.5446111054880767,0.7807442432273515,False
F0937,2,26,78,9.34,10.884611105488077,13.294717440751047,2.41010633526297,22.142328392860836,1.5446111054880767,3.954717440751047,2.41010633526297,False
F0937,3,78,128,9.34,13.294717440751047,13.621803959030952,0.32708651827990565,2.4602743137459853,3.954717440751047,4.2818039590309525,0.32708651827990565,False
F0937,4,128,135,9.34,13.621803959030952,10.728613824750596,-2.8931901342803563,-21.239405169696603,4.2818039590309525,1.3886138247505961,-2.8931901342803563,True
F0937,5,135,227,9.34,10.728613824750596,18.238695906792163,7.510082082041567,70.00048845747462,1.3886138247505961,8.898695906792163,7.510082082041567,False
F0937,6,227,236,9.34,18.238695906792163,16.755219529625865,-1.4834763771662978,-8.133675701089162,8.898695906792163,7.415219529625865,-1.4834763771662978,True
F0937,7,236,257,9.34,16.755219529625865,16.59997380560951,-0.15524572401635695,-0.9265514172575182,7.415219529625865,7.2599738056095084,-0.15524572401635695,True
F0937,8,257,267,9.34,16.59997380560951,16.643184610609392,0.043210804999883834,0.26030646497334786,7.2599738056095084,7.303184610609392,0.043210804999883834,False
F0383,1,29,76,6.86,7.448861003807414,12.338119191903463,4.889258188096049,65.63766172569136,0.5888610038074136,5.478119191903462,4.889258188096049,False
F0383,2,76,76,6.86,12.338119191903463,11.943495829714436,-0.3946233621890265,-3.198407764191375,5.478119191903462,5.083495829714436,-0.3946233621890265,True
F0383,3,76,88,6.86,11.943495829714436,11.912252526196916,-0.03124330351752036,-0.26159261880252505,5.083495829714436,5.052252526196916,-0.03124330351752036,True
F0383,4,88,94,6.86,11.912252526196916,9.71659851043244,-2.1956540157644753,-18.431896158479574,5.052252526196916,2.8565985104324403,-2.1956540157644753,True
F0383,5,94,104,6.86,9.71659851043244,12.518953805230645,2.802355294798204,28.840908593572056,2.8565985104324403,5.658953805230644,2.802355294798204,False
F0383,6,104,125,6.86,12.518953805230645,13.87066415444321,1.3517103492125653,10.797310783651875,5.658953805230644,7.01066415444321,1.3517103492125653,False
F0383,7,125,168,6.86,13.87066415444321,12.739918326542451,-1.1307458279007587,-8.15206694726687,7.01066415444321,5.879918326542451,-1.1307458279007587,True
F0383,8,168,190,6.86,12.739918326542451,15.692824951841452,2.9529066252990006,23.17837955952112,5.879918326542451,8.832824951841452,2.9529066252990015,False
F0383,9,190,206,6.86,15.692824951841452,12.422699096239022,-3.27012585560243,-20.838350428542196,8.832824951841452,5.5626990962390215,-3.270125855602431,True
F0383,10,206,208,6.86,12.422699096239022,14.480888570903312,2.0581894746642906,16.567973342342395,5.5626990962390215,7.620888570903312,2.0581894746642906,False
F0383,11,208,285,6.86,14.480888570903312,16.861512936322786,2.3806243654194734,16.439767171490438,7.620888570903312,10.001512936322786,2.3806243654194743,False
F0383,12,285,300,6.86,16.861512936322786,17.677024914835798,0.8155119785130118,4.83652909197875,10.001512936322786,10.817024914835798,0.8155119785130118,False
F0248,1,14,15,8.35,9.137765016279143,9.603247771577676,0.4654827552985328,5.094054776734402,0.7877650162791436,1.2532477715776764,0.4654827552985328,False
F0248,2,15,20,8.35,9.603247771577676,9.856871372696009,0.25362360111833304,2.6410190297179668,1.2532477715776764,1.5068713726960095,0.25362360111833304,False
F0248,3,20,44,8.35,9.856871372696009,11.699329395573232,1.8424580228772225,18.692117947089343,1.5068713726960095,3.349329395573232,1.8424580228772225,False
F0248,4,44,73,8.35,11.699329395573232,12.779523755774058,1.0801943602008262,9.23295963108405,3.349329395573232,4.429523755774058,1.0801943602008262,False
F0248,5,73,75,8.35,12.779523755774058,9.798215364996931,-2.9813083907771265,-23.328791023453505,4.429523755774058,1.4482153649969316,-2.9813083907771265,True
F0248,6,75,91,8.35,9.798215364996931,10.310275482005945,0.512060117009014,5.226054928719914,1.4482153649969316,1.9602754820059456,0.512060117009014,False
F0248,7,91,92,8.35,10.310275482005945,12.806561925571371,2.4962864435654257,24.211636710600807,1.9602754820059456,4.456561925571371,2.4962864435654257,False
F0248,8,92,116,8.35,12.806561925571371,13.259908667022984,0.4533467414516128,3.539956657269562,4.456561925571371,4.909908667022984,0.4533467414516128,False
F0248,9,116,156,8.35,13.259908667022984,12.016216294671379,-1.243692372351605,-9.379343429752518,4.909908667022984,3.666216294671379,-1.243692372351605,True
F0248,10,156,238,8.35,12.016216294671379,15.741798733039442,3.725582438368063,31.00462197921805,3.666216294671379,7.391798733039442,3.725582438368063,False
F0248,11,238,248,8.35,15.741798733039442,15.114470572813174,-0.6273281602262681,-3.9851110464880337,7.391798733039442,6.764470572813174,-0.6273281602262681,True
F0297,1,11,41,10.66,11.209641167634603,11.65627755229473,0.44663638466012756,3.984395021936053,0.5496411676346025,0.99627755229473,0.44663638466012756,False
F0297,2,41,45,10.66,11.65627755229473,8.696037305709748,-2.9602402465849824,-25.396102943707017,0.99627755229473,1.9639626942902524,0.9676851419955224,False
F0297,3,45,47,10.66,8.696037305709748,10.817432805069071,2.1213954993593234,24.394967785688227,1.9639626942902524,0.15743280506907098,-1.8065298892211814,True
